"FAU","RPL34","CNPPD1","GPX1","ECH1","SSR4","RPS18","ITGB5","ETS2","EPB41L2","RPS4Y1","TDP2","LEPROTL1","202712_s_at","ZMYM2","STAMBP","SGSM3","MVD","DOCK1","HEBP2","PTPN18","PLXNA3","PSEN2","RAB40B","SLC22A5","TESK2","205634_x_at","TNNT3","IPO8","IL7R","ARSE","HABP2","RNH1","ISL1","CYP4F11","ADORA3","MAP3K13","206446_s_at","OCA2","SLC26A4","SLC2A2","MRAS","CYP4F12","GLB1L","KLKB1","SMARCA2","CD28","SYCP2","PPEF1","206548_at","INSL4","NUP155","KLHL24","TAC1","SETMAR","THUMPD1","CLUL1","ZNF702P","SIM2","MIA","AKR1B10","OPRL1","SMA4","SLC7A1","PHF20","TNP1","IL24","PSG11","MAP4K4","ZNF85","KCNQ3","PTP4A3","CDKL5","CEACAM1","VIP","NKX2-5","ZKSCAN8","EFEMP2","BNC1","GPR56","KRBOX4","LY96","MKRN3","CNR2","CCT6B","DAZL","GFI1","DRD2","RAG1","AP3D1","MED22","PASK","CST6","NRL","INS","SLC16A5","HOXD3","SLC2A4","OVOL1","ENDOU","LIPC","CBL","RPGRIP1","MAGEC1","F11","C2orf27A","CACNG1","TAF1A","GDF5","ADAM22","RENBP","IL18R1","DKK4","GRAP","EIF4H","TRH","PDE6A","USP9Y","PRPH2","SSX1","SLC5A1","ADAMTSL2","TYR","PTGER2","APOBEC3B","CHRNA1","SIX3","CHRNB2","RASA2","P2RY14","HTR2B","HTN1","206640_x_at","TNFRSF17","DSG1","HAL","NR0B1","GLI1","HBZ","ZNF571","TFE3","IQCC","CPB2","ZMYM5","POLR3G","206655_s_at","APMAP","MYOD1","UPK3B","206659_at","IGLL1","DBF4B","GLRX","SP4","SI","BCL2L1","GZMK","SCAMP1","SAG","AQP2","GPR176","FLT3","SKIL","CEACAM8","KRT31","GABRA1","APBA1","CD5L","GP2","CLEC10A","ZNF165","ATF7","HCG4","PDK1","PTPN6","CPSF4","KAT5","ASIC2","PDIA2","KCNJ10","IL7","PNLIPRP1","ZNF43","GPR143","HP","XK","NPAS1","KDM5D","TEK","CHRNB1","CLCN5","TULP1","NTF3","FAM65B","FOXN2","GPT","EPB41L3","TMEM257","GRTP1","NTNG1","ALOX15B","TFEC","UMOD","MYH8","LMO1","SYNGR4","MGAT5","CCDC181","LPAR2","CBX4","HPGDS","C9","ECE2","TNFRSF8","GRIA3","CNKSR2","SLITRK3","TULP2","JRKL","CHRNA4","WNT11","206738_at","HOXC5","SYCP1","SSUH2","206742_at","ASGR1","HOXC11","BFSP1","GPRIN2","SPAG9","CD1B","MAFK","PCYT1B","DFFB","RDH16","206754_s_at","CYP2B6","CHST7","PDE5A","EDN2","FCER2","CD96","KCNA5","FKBP6","MPPE1","KCNJ2","ITGA10","RBMS3","RPL3L","TMSB4Y","SLC35A3","UPK3A","PTH2R","LY6H","FRMPD1","CUBN","ACRV1","206777_s_at","CRYBB2","ASMT","GAD2","DNAJC4","FGF4","AQP8","206785_s_at","HTN3","BRDT","POU2F1","NDUFB1","PDE4C","PNMT","ERBB4","F2RL2","WISP1","NAT2","DLEC1","SCGB1D2","MTHFR","NPPB","PAX5","PDYN","CD3G","SEMA3A","DGKI","HNRNPA3P1","206809_s_at","ZNF44","ADCY8","ADRB3","CTF1","NGF","SPAG8","CELF3","CNNM2","POM121L9P","AGFG2","L3MBTL1","CES1P1","OXTR","PMP2","TRPV6","TXK","ZNF430","SLC4A10","ARSD","SEMA3F","ACYP2","HBD","STATH","SLC6A3","ALX1","TBX19","C22orf31","AFM","PDE6H","KCND1","CRYBA4","FBP2","RNF40","HDAC6","HOXA7","206848_at","GABRG2","RASL10A","RNASE3","EPHA7","MAP3K7","HYAL2","LILRB5","FKBP1B","HOXC6","PAEP","MIOS","CGGBP1","ZNF254","HRK","CDH4","GCKR","STARD8","CHAD","PPARA","ELANE","SLC17A1","CA6","SLK","SIM1","MXD1","DAO","NRG2","P2RX6","LILRA3","SLC1A6","GP9","SCEL","ACKR2","ARHGDIG","206889_at","IL12RB1","ACTN3","AMHR2","SALL1","APOA4","PPP1R3A","GNG7","PAGE1","CDH19","NTSR2","ZNF253","C19orf57","MATN1","ICAM5","CLDN11","206909_at","CFHR2","TRIM25","FOXE1","SPTA1","CHRND","NKX3-2","AKT1","207169_x_at","LETMD1","CDH11","GPC5","ADIPOQ","CD80","PTGFR","FRK","TLX1","HTATIP2","CASP7","GABRA6","GPR19","SLC6A13","SLC10A1","207186_s_at","JAK3","207188_at","ZZEF1","ISLR","DNASE1L2","AGRP","ICAM4","CNTN6","TNIP1","ZIC3","LIMS1","TERT","OTC","SLC22A1","NR1I2","FSCN2","CEACAM4","ALOX12","GABRA3","USP2","SLC9A3","TNFSF8","F9","ZFP69B","ART4","F2RL3","207222_at","MITF","RFX3","GRM5","ZNF345","KCNA3","PTPRC","CDK16","LHCGR","C4orf6","207243_s_at","INE1","UBN1","SLC15A1","LEPR","MBL2","EPO","DSCR4","ZNF80","CDR1","CD209","RNF185-AS1","VCX2","MYOG","RPL23AP32","BIN3-IT1","ASMTL-AS1","MMP25","PLXNA2","PRRG4","MAPK7","AGTR2","SCNN1G","ZNF343","SLC17A3","GRM1","F7","EFNA5","SGCG","ZNF45","SLCO1A2","MBP","DSC1","RPS2P45","207759_s_at","207915_at","DGKD","208426_x_at","208525_s_at","GLOD4","CLNS1A","FOS","MFSD10","PPP6R1","SMPD1","211430_s_at","CHD8","212578_x_at","PIAS4","LOC92249","LOC100506963","DOK2","215247_at","216093_at","216636_at","216729_at","ADAM15","ZNF706","MUL1","RMND5B","TMEM134","TSPAN15","EPS8L1","CDKN2AIP","C7orf26","RGS17","CNNM3","KCTD13","controls"
"12.050856","12.407825","6.709782","11.433432","8.903807","11.05018","13.321967","6.03794","8.363346","7.216869","11.809098","9.516687","8.147672","4.399559","5.367446","7.499028","5.802413","5.398879","6.591784","9.281751","7.508861","4.900078","5.501396","5.913324","5.527325","6.013263","6.727637","4.320115","5.450565","10.118583","5.053126","3.894356","6.303529","3.216295","3.403718","6.334769","4.411701","4.011422","5.906533","3.552571","3.043242","5.050557","4.845485","5.673161","5.422854","5.860859","3.554241","3.47396","3.871836","4.201987","3.701827","5.801162","7.095126","2.964903","4.893948","7.749034","3.753501","3.223675","4.34437","4.717191","4.158339","4.638461","5.074705","5.276244","6.169065","3.705168","4.081543","3.513308","7.160059","6.19526","4.740121","6.929081","4.330568","4.863552","3.506933","3.989409","3.299323","7.105273","3.406136","6.653263","5.599666","8.414923","3.649008","4.839594","4.843588","2.949758","3.711614","5.038014","3.651341","7.124183","5.574733","4.549189","8.077932","4.335069","3.68839","6.287967","3.571614","3.481248","4.606117","3.595064","3.565058","3.873628","4.580035","3.281197","5.259565","4.900946","4.609847","4.486833","5.547527","3.696047","6.441188","7.687814","3.972474","4.329505","9.856802","4.370316","3.710105","5.493642","4.398906","3.468329","4.153831","4.177905","4.594313","5.271181","3.167763","3.764893","3.636976","6.994567","5.467752","6.59767","3.352796","3.171072","3.419714","4.030087","3.312835","4.690135","3.541118","4.66924","4.11946","3.292767","7.414217","3.940235","8.970964","3.79858","3.375986","4.773961","8.677602","4.299145","6.377805","5.482908","4.490125","3.755169","9.462399","3.745722","2.893944","6.708127","5.456863","5.792723","5.085587","6.582325","3.711786","5.382132","4.650609","3.44914","3.972654","3.796224","3.937499","4.397966","4.469077","6.622329","4.628127","4.211152","3.688196","5.348946","8.164812","7.784194","7.325988","4.132611","3.964387","3.458424","4.531487","3.815379","5.813743","3.957138","9.421974","4.418109","4.482428","7.557915","6.415974","4.849795","4.034844","4.56024","4.71165","6.214087","3.599337","4.753008","6.13148","3.698644","4.066124","3.598553","8.832227","7.071599","3.779395","3.408676","3.981685","4.490786","6.026913","3.427328","5.302445","4.783406","6.657524","2.972169","4.95005","4.285548","3.595072","3.227472","3.177919","4.240474","6.535384","4.190011","5.08084","5.083534","5.057684","3.377435","4.609305","7.485153","5.573734","4.817904","4.151961","6.43102","7.175255","3.930638","4.986224","3.775062","4.184253","4.172246","9.370987","4.577203","5.950488","4.113082","4.201757","4.39584","3.958721","4.673401","4.537274","7.434051","7.417631","7.720931","6.319381","4.769576","5.415681","6.757058","4.321723","3.368497","3.626346","3.915646","4.182871","3.942738","6.142392","4.998018","3.667482","3.635744","4.894688","5.405329","4.227987","4.698629","3.233088","3.374001","5.844922","10.806235","6.741869","6.070435","4.868869","3.07762","4.179061","3.97578","5.007561","3.491324","5.078954","4.885785","4.509036","3.554187","4.551871","4.709692","3.847239","3.048649","8.018274","5.159977","4.172852","4.819479","5.504733","4.369395","3.754462","4.781787","4.779654","3.682409","5.161142","4.280114","4.05252","3.704693","3.184452","4.458969","3.568206","5.784901","3.072787","4.674108","5.555712","7.282496","4.620406","2.895438","5.041121","4.189791","5.019741","4.827488","3.206205","3.093329","3.61349","4.420051","4.700545","5.736593","5.697866","4.716467","6.268863","3.759985","4.522701","5.430811","3.151884","6.683538","8.689993","4.67755","7.592574","5.488243","3.597679","6.131817","5.716278","3.318069","3.9301","3.820579","5.103489","6.255624","3.956125","3.550474","3.938074","3.994468","3.900123","8.785802","3.636779","4.64946","4.159698","3.37707","5.118527","4.221516","4.562695","5.064182","8.293802","4.850637","5.317689","4.78283","4.434125","4.378173","4.556101","2.985359","4.594562","3.064613","4.690046","4.294757","4.869239","3.885968","4.075261","5.811713","4.447448","3.923942","4.493379","3.191029","4.047898","5.10403","3.451138","3.305612","4.043902","3.650717","8.294803","7.592209","7.804377","7.838346","3.209539","3.243099","5.580648","4.200735","3.517983","3.910953","7.373099","7.410967","3.181543","3.588904","5.072385","4.577269","7.326574","3.982109","4.713395","5.297178","5.363638","5.058","5.551647","4.098683","4.6871","8.487825","3.60562","8.980561","4.799876","3.560874","3.824219","4.003643","3.577837","4.259865","3.587835","3.184729","3.877072","3.911442","4.87902","3.382023","3.37025","4.084022","3.837347","7.442452","7.527224","3.818123","3.364751","3.308456","3.754283","8.548067","6.312469","3.194872","3.267162","12.483968","5.271456","6.719213","3.309272","6.29648","3.091836","4.272246","4.650729","2.953363","3.65246","5.263497","3.91959","4.721485","4.890279","7.148247","4.066854","4.675617","4.862626","5.965478","4.195814","6.26071","5.812162","4.503426","3.712513","3.670417","3.883713","3.742076","4.653518","4.497171","4.849093","3.161365","5.574324","3.443746","3.683828","3.258087","4.217896","7.555268","3.716067","3.438301","8.018983","8.648924","8.174703","6.409632","6.233262","5.711457","10.854135","6.390975","12.886792","5.44064","4.839383","5.528001","7.509764","4.534464","3.512524","3.313988","3.661876","5.507879","9.349845","7.616086","6.654069","6.929922","7.212789","5.336762","5.982268","5.839457","3.349739","6.621027","4.644887","0"
"11.575834","12.284257","6.615183","10.876854","8.76999","10.172567","13.155377","6.010983","9.611151","7.450974","11.476131","9.392414","7.635465","4.460521","5.57171","6.969947","5.632811","5.408419","6.205484","8.889127","7.027851","5.164635","5.175145","5.289876","5.817375","5.961866","6.298422","4.121214","5.302272","10.166842","3.924303","3.888339","6.31857","3.182497","3.272388","5.819514","4.447167","3.530334","6.104079","3.824703","3.072787","4.52482","5.511863","5.883721","5.099453","5.713343","3.56785","4.1079","3.419917","5.058365","3.884276","5.849339","7.028281","2.947873","4.843588","7.50445","3.513397","3.533845","4.330348","4.4784","4.343145","4.239981","6.010725","5.673927","6.196671","3.799519","4.29208","3.356783","6.954198","6.189678","4.898233","7.434264","3.821864","5.703198","3.641812","3.765132","3.534749","6.928901","3.770616","6.823388","5.882516","7.645844","3.644741","4.804771","5.116585","3.108499","4.244716","5.189304","3.537062","7.284483","5.225098","4.602767","6.972673","4.416773","3.7272","6.263894","3.505157","3.186629","4.096825","3.627372","3.367122","4.122035","4.86274","3.407767","5.227038","4.950607","4.625515","4.083209","5.448768","3.764623","5.433017","8.423043","3.699414","4.070496","10.044406","4.542668","3.663403","6.002596","4.625057","3.590337","4.302499","3.751729","4.628813","6.319381","5.982268","3.654938","3.926134","6.875948","5.415952","5.732713","3.479583","3.333318","3.429864","3.988035","3.089679","5.924312","3.418889","4.707254","3.944791","3.398881","7.330242","3.84974","5.499658","4.154015","3.549017","4.347641","8.809746","4.457125","4.367769","4.758753","4.478636","3.92886","8.950601","4.015016","3.01151","6.152392","4.861167","5.712706","4.506478","6.043904","3.785015","5.27509","5.127916","3.395508","3.841156","4.07446","3.982203","4.319838","4.412814","7.477612","4.744336","4.311122","3.890752","5.700315","8.12164","7.973057","7.202182","3.759802","4.007938","3.615446","4.993821","3.899647","6.390495","3.905781","11.59507","4.808929","4.238058","7.968578","6.625489","4.817256","4.605661","4.263458","4.695721","7.52754","3.670417","4.488992","6.582383","3.508464","3.832078","3.694703","7.466379","6.657524","4.066124","3.369279","4.385713","4.210799","5.966009","3.795545","5.567842","4.533315","6.033746","2.972169","4.675054","4.029371","3.653696","3.283134","3.343405","4.158339","6.749977","3.851347","5.125142","4.513555","4.760107","3.398709","4.452695","8.554572","5.75521","5.09106","4.240893","7.163644","6.909469","3.947318","4.344696","3.410756","4.878633","4.290493","7.84922","4.508731","4.663424","4.839078","4.299381","4.351192","4.123237","4.22202","4.209667","7.991298","8.017458","7.223185","6.772981","4.584132","5.174708","6.747079","4.026486","3.25833","3.427772","3.633517","4.169754","4.128437","5.492328","4.634742","3.585987","3.6006","4.841617","5.143708","3.903915","4.417424","3.315494","3.320403","6.504139","10.594547","6.757726","5.898962","4.36943","3.300019","4.529471","4.396192","5.269424","3.349975","4.69198","4.150092","4.676626","3.619179","4.134689","4.605661","3.568958","3.152482","8.050719","5.172753","3.675495","4.865745","5.379373","4.064721","3.658833","4.806864","4.832821","3.98776","4.762414","4.1426","3.706589","3.422561","2.99151","4.560783","3.815205","6.471834","3.012042","4.417882","5.688586","6.389829","3.73647","3.045611","5.313363","4.313663","5.331175","4.351557","3.205266","3.276177","4.080129","4.087727","4.37661","5.519817","5.593792","4.236674","6.322352","3.702412","4.547433","5.216774","3.053449","6.597361","9.141151","4.617466","7.521728","4.876198","3.532447","6.068938","5.679936","3.402092","3.819874","3.905283","4.979027","6.361672","3.977143","3.412952","3.8221","3.930477","4.114086","8.491964","3.826926","5.207504","4.008783","3.428459","4.60282","6.014609","4.594056","5.002439","6.804271","4.846317","5.118023","4.671535","4.01991","4.376182","4.722197","3.103774","4.341628","3.129137","4.723657","3.637169","4.793753","3.777251","4.100589","5.339425","4.121339","4.233369","4.203797","3.092207","4.323575","5.40865","3.321473","3.112069","3.94294","3.629459","7.954172","7.601795","7.662656","7.945387","3.270922","3.185827","5.601773","4.576794","3.727605","3.997769","7.268688","7.293087","3.331378","4.195423","5.094557","4.690489","7.923052","3.716802","4.976605","5.334358","4.504398","4.757947","4.688496","3.808851","4.822918","8.258417","3.568397","8.879405","4.357818","3.953371","3.649008","4.036379","3.377871","4.458254","4.118102","3.187237","3.848563","3.790656","4.840757","3.231745","3.4408","4.323107","3.782716","6.554431","7.192047","4.053446","3.363119","3.523291","3.874457","9.181354","6.185289","3.154525","3.675896","12.631386","5.053356","6.763368","3.413542","6.765888","3.140071","3.779777","4.787199","2.957861","2.992717","5.168934","4.368948","4.693454","4.808681","7.127367","4.381677","4.23911","5.458392","5.810826","5.052427","6.077997","6.978398","4.458738","3.900805","3.81441","3.70215","3.861126","4.548966","4.670947","5.198113","3.321098","5.973105","3.2629","3.567611","3.365858","4.340201","7.690386","3.968799","3.311331","7.888431","8.304257","9.708043","6.446685","6.176257","5.430926","9.112497","6.453044","12.904962","5.201982","4.555888","5.604474","7.547962","4.359124","3.236368","3.498203","3.397229","5.006492","8.842113","7.515929","6.289412","6.762628","6.889446","4.945","5.658026","5.623734","3.584362","6.329524","4.855092","1"
"11.728075","12.53105","6.295003","10.830195","8.628542","10.748296","13.102316","5.880088","9.634387","8.545791","11.415775","9.069952","7.826775","4.286166","6.560536","7.044487","5.519894","5.187321","6.554696","8.793121","6.830819","4.819975","5.492034","5.600507","5.66478","5.495185","5.867766","4.27972","5.823244","10.421927","4.530214","3.709133","6.215038","3.17054","3.228761","4.495967","4.922786","4.395343","5.680545","3.517983","3.052126","4.531046","5.047363","5.395283","5.346265","6.165517","3.491736","3.515654","3.518679","4.623802","3.736847","5.753152","7.164566","4.360465","4.96874","7.683328","3.430085","3.495216","4.213461","4.398906","4.133092","4.157956","5.317178","5.071747","6.277396","3.841156","4.009915","3.513817","7.631768","6.046527","4.213552","6.461723","4.084646","5.234856","3.760188","3.606331","3.429122","7.116376","3.718969","6.210179","5.805671","7.757963","3.683982","4.812041","4.712671","2.938279","3.845985","5.034615","3.639933","6.938765","5.243649","4.342772","7.291189","4.255245","3.760382","6.011895","3.473892","3.441634","4.156624","3.602395","3.649919","4.027026","4.738137","3.217425","5.376505","4.975085","4.617681","4.386148","5.838943","3.770744","5.682575","6.105693","3.874843","4.246662","9.860249","4.337521","3.766483","5.921174","4.48616","3.507086","4.043676","4.221516","4.382989","4.639106","3.382023","3.559617","3.71624","6.672365","6.01295","6.926827","3.319019","3.261987","3.267886","3.917501","3.465315","4.625288","3.479304","4.844181","4.215409","3.834512","7.081021","3.929252","9.535609","4.272394","3.555597","4.178589","8.49276","4.35606","6.399144","4.540051","4.470501","3.761609","8.90063","3.953539","2.90906","6.514527","4.293662","6.343704","4.412439","5.959978","3.504037","4.73076","5.061168","3.301866","3.689707","3.763532","3.903506","4.360011","4.375895","6.427016","4.618383","4.404272","3.948728","5.16573","8.009273","7.408801","7.300826","4.063353","4.039209","3.418802","4.94956","3.822933","6.522777","4.092893","8.16388","4.357117","4.294951","7.760839","7.027743","4.559377","4.574481","4.282407","4.371457","6.174258","4.160054","4.698829","6.755894","3.475741","3.953968","3.308456","6.586102","6.260295","4.04596","3.309958","4.274195","4.11902","5.975808","3.251591","5.121538","4.569524","6.873351","3.059723","4.525789","4.072794","3.577139","3.236072","3.34368","4.039578","6.63756","3.908405","5.177784","5.060304","4.758223","3.36574","4.486381","8.538391","5.274788","4.897835","4.337064","6.83141","7.61154","3.858091","4.644883","3.532094","4.348713","4.045041","8.739825","4.892739","5.51393","6.007407","4.140715","4.189292","3.880951","4.467011","4.214043","7.623618","7.159121","6.414728","7.294644","4.28199","5.114369","6.773586","4.172646","3.215445","3.535558","3.664734","3.840033","4.055338","4.763924","4.611587","3.608209","3.587505","4.743418","5.172633","3.86961","3.83618","3.105673","3.120252","5.988029","10.895897","6.56","5.159657","4.633204","3.292032","4.117215","4.163235","4.724015","3.375622","4.707129","4.674771","4.389609","3.695683","4.224579","4.725279","3.50337","3.305098","8.462449","4.936623","4.332427","4.688744","5.495707","4.29715","3.699509","4.698779","4.701371","3.942628","4.785368","4.144731","3.904134","3.698062","3.102011","4.423464","3.493923","6.241549","3.064824","4.369667","5.414772","6.390975","4.916808","3.118376","5.080539","4.344242","4.931774","4.27092","3.260018","3.106434","3.684547","4.170203","4.679808","5.57584","5.643734","4.402547","7.006759","3.552976","4.452208","5.176499","3.083031","6.946411","7.949553","4.5747","7.19045","5.541528","3.58613","5.943571","5.973228","3.841338","3.778259","3.834918","4.784103","5.780192","3.89669","3.455277","4.020881","3.69629","4.10042","9.041341","3.632402","4.814945","4.182126","3.475933","4.674301","4.5023","4.275886","4.87153","9.223974","4.73192","5.134171","4.835744","4.141174","4.277621","4.799876","2.952648","4.579499","3.043587","4.668224","3.780443","5.576076","3.626551","4.507523","5.309527","4.279243","4.065097","4.453364","3.247525","4.309759","5.438997","3.400113","3.237967","4.056551","3.428226","8.024605","7.418438","7.356131","8.461316","3.171574","3.565935","5.626772","4.826984","3.503163","3.898601","6.836432","7.40033","3.139366","3.594083","5.065808","4.495356","8.661845","3.919181","4.944272","5.308283","5.338484","4.436849","4.609847","4.6712","5.178712","8.219169","3.516451","9.172562","4.047898","3.47133","3.707303","3.874544","3.512892","3.994717","3.536058","3.398881","3.932399","3.985359","4.658796","3.281924","3.272602","4.473636","3.778858","6.828077","7.518143","3.924837","3.199262","3.599952","4.323107","9.258341","6.077022","3.209778","3.699015","12.676871","4.958786","7.050572","3.436758","7.347713","3.109527","3.868214","4.521791","2.99151","3.23584","5.016759","4.292383","4.893456","4.637292","7.220751","4.225799","4.091469","4.961732","6.172636","4.605788","5.739876","7.175174","4.313663","3.735812","3.729859","3.782361","3.849619","4.464107","4.640429","5.382535","3.367339","5.645391","3.045144","3.291848","3.05136","4.072002","7.792043","3.893608","3.322401","7.981533","8.160072","11.330611","6.18808","6.028715","5.277364","10.377705","6.413372","12.814076","4.883862","4.468771","5.360456","7.148247","4.407564","3.336425","3.413759","3.609238","5.242205","8.933309","7.396927","6.402661","6.781529","6.620356","5.27331","5.850904","5.784634","3.276401","6.309398","4.642087","1"
"12.014662","12.53105","6.977203","11.354549","9.259826","10.540548","13.283458","6.208045","8.568684","7.884013","11.680719","9.247861","8.528425","4.558341","5.096748","7.427655","5.923987","5.417235","6.258932","9.079982","7.475142","5.290945","5.502027","5.706077","6.302677","6.272792","6.447612","4.217088","5.057355","9.959025","4.483529","3.906247","6.578014","3.280934","3.265245","6.781529","4.402927","3.354419","6.353544","3.340373","3.172715","4.58123","5.004689","5.902152","5.052427","6.080111","3.554978","3.484544","3.501443","5.300457","3.836832","5.849953","7.009256","2.807127","4.63599","7.799953","3.500526","3.625652","4.117821","4.782124","4.480841","4.339116","4.952607","5.194494","6.068237","3.84563","4.214043","3.399813","6.555192","6.14979","4.303153","5.75765","4.250524","4.825438","3.938074","3.654624","3.433741","7.374526","4.123062","6.130568","5.874881","8.366268","3.644903","4.952899","4.229617","3.115309","4.19561","5.095588","3.557487","6.649088","5.451188","4.654433","8.12733","4.283369","3.680656","5.997413","3.430083","3.442523","4.17302","3.663609","3.518129","4.109934","4.664349","3.323908","5.271823","4.893331","4.61864","4.598372","5.839634","3.742849","6.30456","7.71808","3.853455","3.844544","9.972371","4.476283","3.620852","5.722707","5.026821","3.408477","4.16727","4.096064","4.738861","4.761498","3.36024","3.672649","3.573451","6.4918","5.590532","7.157176","3.487852","3.321734","3.449291","4.486381","3.305792","4.524773","3.411901","4.730283","4.022904","3.925958","7.273085","3.935594","10.339043","4.125894","3.425795","3.718969","8.745642","4.584379","6.947805","5.486161","4.271708","3.651706","9.614288","3.975379","3.003152","6.183931","5.848069","6.058325","4.799139","6.037508","3.70641","4.915755","4.477398","4.326822","3.664886","4.250524","3.847045","5.291874","4.333457","6.385153","3.905105","4.302072","3.8355","4.826984","8.02275","7.599275","7.317172","4.079964","3.899705","3.587267","4.484059","4.042743","6.167526","4.159698","9.45","4.72879","4.354049","8.114291","6.743381","5.096582","4.192924","4.145072","4.775039","5.815346","4.0227","4.710645","6.688853","3.44979","3.889794","3.77137","8.428547","6.598634","4.00195","3.249264","4.40366","4.427357","6.177419","3.426251","5.339343","4.865868","6.958901","2.908047","4.64445","4.268488","3.54755","3.175358","3.401438","4.073874","6.950738","3.927658","5.009719","4.811231","4.798375","3.319125","4.642198","7.756009","5.240743","4.852755","4.133439","7.21999","6.866829","4.19887","4.705537","3.490184","4.180262","4.258929","10.899368","5.072176","5.978954","4.263298","4.210529","4.073665","4.172246","4.559532","4.000452","7.707664","6.741626","7.579428","6.808628","4.512861","5.157731","6.496543","3.99805","3.281815","3.374371","3.71202","4.014808","4.166961","5.135287","4.697636","3.478886","3.620772","4.992416","5.289206","4.199283","4.5885","3.226347","3.133868","6.167634","10.86888","6.809465","7.260129","4.717062","3.324188","4.059951","4.289869","5.02146","3.547184","4.789792","4.516633","4.3401","3.608276","4.444459","4.455517","3.582032","3.093696","8.041651","5.011765","3.900962","4.760252","5.638546","4.099821","3.642051","4.808369","5.068397","3.88527","4.831343","4.241765","3.930779","3.519697","2.939437","4.507247","3.495336","5.693151","3.073066","4.386709","5.314736","6.728647","4.951917","3.076376","4.947761","4.297627","5.079735","4.495799","3.415654","3.140775","3.815205","4.072435","4.374337","5.793373","5.888848","4.435386","6.571613","3.532072","4.717411","5.073782","3.008745","6.548116","8.845827","4.821982","8.414394","5.694937","3.517423","5.971909","5.939008","3.456346","3.777316","3.842239","4.85971","6.37588","3.882293","3.461955","3.797208","3.932406","4.216858","8.740993","3.701827","4.17047","3.952476","3.397673","4.647522","4.123436","4.35936","4.981555","8.920116","5.005727","5.100916","4.576001","4.043294","4.254205","4.847687","3.089679","4.27092","3.248195","4.682644","3.585023","4.602807","3.778631","4.255106","5.318589","4.313866","4.099821","4.537957","3.199881","4.425266","5.248456","3.229847","3.309451","4.069108","3.436492","8.59614","7.707248","8.263177","7.150675","3.235334","3.295719","5.940773","4.276497","3.790288","4.029594","7.502479","7.350275","3.185827","3.858462","5.157082","4.829801","7.776896","3.843804","5.31589","5.254733","5.584147","4.706953","5.216122","5.327258","5.130793","8.194433","3.964465","8.422171","4.326595","4.798908","3.542619","4.019079","3.495336","4.220617","3.635976","3.470469","3.890022","3.800069","4.996519","3.273349","3.330008","5.099124","3.851117","7.867208","7.386659","3.817388","3.411757","3.528604","3.864914","8.621963","6.10531","3.128515","3.88318","12.542795","5.095076","6.755169","3.402796","6.743309","3.038065","3.704552","4.677106","2.999142","3.060053","4.892745","4.638633","4.575045","4.766223","8.097914","4.25912","4.108348","4.667213","6.023318","4.637292","6.107861","5.15151","4.302712","3.970468","3.829503","3.736996","3.925842","4.479226","4.668939","5.251963","3.601621","5.911006","3.125588","3.699685","3.201775","4.430384","7.522075","3.904673","3.464436","8.21502","8.633417","7.798497","6.724406","6.053977","5.42942","10.789329","6.326008","12.886792","5.20687","4.634371","5.893255","7.838822","4.146343","3.117954","3.544455","3.646945","5.491982","9.288506","7.939245","6.866926","7.103973","6.858636","5.133557","6.346976","5.832763","3.493098","6.820396","4.871625","0"
