"FAU","RPL34","CNPPD1","GPX1","SSR4","RPS18","ETS2","EPB41L2","RPS4Y1","TDP2","LEPROTL1","ZMYM2","MVD","DOCK1","HEBP2","PTPN18","PLXNA3","PSEN2","RAB40B","SLC22A5","IPO8","HABP2","RNH1","ADORA3","MAP3K13","206446_s_at","SYCP2","PPEF1","APMAP","HCG4","WNT11","PTH2R","FRMPD1","CUBN","ACRV1","206777_s_at","CRYBB2","ASMT","GAD2","DNAJC4","FGF4","AQP8","206785_s_at","HTN3","BRDT","POU2F1","NDUFB1","PDE4C","PNMT","ERBB4","F2RL2","WISP1","NAT2","DLEC1","SCGB1D2","MTHFR","NPPB","PAX5","PDYN","CD3G","SEMA3A","DGKI","HNRNPA3P1","206809_s_at","ZNF44","PPP1R3A","PAGE1","CASP7","SLC10A1","MITF","RPS2P45","207759_s_at","207915_at","DGKD","208426_x_at","208525_s_at","PPP6R1","SMPD1","211430_s_at","CHD8","212578_x_at","PIAS4","LOC92249","LOC100506963","DOK2","215247_at","216093_at","216636_at","216729_at","ADAM15","ZNF706","MUL1","RMND5B","TMEM134","TSPAN15","EPS8L1","CDKN2AIP","C7orf26","RGS17","CNNM3","KCTD13","controls"
"11.854154","12.483968","6.939133","11.089798","10.646318","13.155377","9.321206","8.134136","11.465298","9.079258","7.725028","5.52242","5.359369","6.329524","8.997776","7.412925","4.695369","5.292568","5.507057","5.551647","5.179527","3.831912","6.164858","5.510917","4.336794","3.513817","3.382708","3.664645","8.678815","3.825063","5.163744","3.198986","3.875045","4.157275","4.170319","4.444258","4.767766","3.60704","3.835349","5.122244","5.58842","4.418615","4.739345","3.236368","3.268844","5.462239","10.560469","6.875155","7.515258","4.839156","3.196727","3.871143","3.998506","5.012762","3.299597","4.923115","4.436334","4.709607","3.511618","4.755757","4.551871","3.648623","3.03151","7.853453","5.075802","3.163417","3.807716","7.546469","4.41677","7.562582","3.477774","3.346975","4.36627","7.762137","3.674726","3.658415","6.183281","5.453669","12.949383","7.243923","12.740516","4.885447","4.933691","5.534509","7.106047","4.067599","3.597679","3.309239","3.674402","4.546899","9.013373","7.715766","6.804622","6.346303","6.515117","5.323406","5.654161","6.002482","3.576672","7.062092","4.657874","1"
"11.507882","12.40282","6.412717","11.262925","10.581132","12.970788","8.899098","8.598903","11.369155","8.71748","8.060894","6.67644","4.897835","6.406629","7.761807","7.213143","4.786952","5.096407","5.367613","6.175564","5.572175","3.737383","6.413909","5.41692","4.863064","3.885483","3.562672","3.427993","8.507148","3.539826","5.10403","3.207932","3.726457","4.028903","4.012601","4.744764","5.084217","3.617609","3.480576","4.677777","4.940022","3.854612","5.827658","3.258087","3.352335","6.274403","10.686321","6.664934","6.228175","4.771476","3.246089","4.998896","3.82401","4.983266","3.243099","4.830366","4.356257","4.352356","3.633003","4.366444","4.613473","3.726006","3.251462","8.614983","5.054383","3.039067","3.611747","7.781207","4.422053","7.421401","3.568206","3.337375","3.992604","7.469002","4.016246","3.27191","6.161707","5.402674","11.929205","6.52529","12.456827","4.932314","4.538111","4.940936","7.148247","4.479368","3.353922","3.18998","3.735241","5.262039","9.205294","7.388122","6.273125","6.758303","6.736421","4.91477","5.893255","5.75122","3.478927","6.224694","4.572838","1"
"11.929205","12.423385","6.600872","11.078106","10.670332","13.162223","9.382731","7.859647","11.568139","8.880353","7.958676","5.225733","5.826045","6.475291","8.822398","7.342521","4.839874","5.292337","5.809893","5.733021","5.45483","3.654188","6.311907","5.304367","4.335957","3.798689","3.587442","3.40572","8.475946","4.285341","5.035092","3.129402","3.802013","4.016819","3.895394","4.7633","4.682575","3.671229","3.575232","4.813316","5.310522","3.860049","4.789795","3.259707","3.419917","5.714425","10.708211","6.889611","6.55773","4.542272","3.152482","4.08436","3.583277","5.027948","3.398203","5.063537","4.47563","4.475237","3.7012","4.46149","4.569796","3.721352","3.138427","7.966616","5.005622","2.97341","4.397789","7.535351","4.305952","7.442766","3.386322","3.096507","4.14467","8.185081","4.009683","3.383252","6.21074","5.768553","10.469062","6.762989","12.746213","5.107341","4.541802","5.287722","7.348496","4.205304","3.348177","3.461072","3.555917","5.226752","8.808805","7.385791","6.502886","6.738151","6.98032","5.389823","5.916463","5.954738","3.243099","6.307659","4.760716","1"
"11.963239","12.446056","6.743009","11.147496","10.748296","13.283458","8.730101","8.633302","5.620169","8.86882","8.019333","5.152206","5.138949","6.649055","8.901893","7.300233","4.849795","5.189235","5.8581","5.490701","5.009454","3.87645","6.376339","5.067745","4.149492","3.565234","3.420496","3.520411","8.180408","3.546727","4.980142","3.149689","4.173219","4.168474","4.085632","6.650266","5.088689","3.656604","3.529138","4.804827","5.401547","4.230318","3.567026","3.192828","3.225152","6.275936","10.842198","6.601589","5.684565","4.329808","3.119848","4.732296","4.222227","5.121131","3.550605","5.293121","4.339755","4.477933","3.551559","4.365255","4.869632","4.07313","2.951217","7.695513","5.189151","2.942303","3.84165","7.823608","4.577546","7.379338","3.511882","3.393514","4.35286","7.486669","3.956721","3.370823","6.159572","5.731899","11.814818","6.609967","12.723359","5.02704","4.716335","5.769662","7.259617","4.46031","3.235578","3.327158","3.412598","5.263693","9.128016","7.453875","6.174257","6.540751","6.865221","5.381965","5.724608","5.823578","3.423661","6.070435","4.860483","1"
"12.126086","12.479622","6.805271","11.033265","10.508655","13.262523","8.696794","7.87318","11.429179","9.103252","7.829345","5.832795","5.015929","6.653656","8.870012","7.281347","5.159182","5.251412","6.104768","5.733617","4.887218","3.758591","6.107627","5.067383","4.687294","3.480876","3.553501","3.462101","8.604299","3.709398","4.90386","3.274779","3.517804","3.936533","3.9577","4.853365","4.495356","3.559605","3.507592","5.060544","5.413325","3.84232","4.498573","3.246089","3.086984","6.295604","10.874089","6.954942","6.231632","5.403651","3.008745","3.996795","3.900443","5.588704","3.393726","4.764262","4.091631","4.53899","3.71074","4.415207","4.366058","3.65937","2.974665","7.761435","5.098522","3.085733","3.785015","7.325843","4.383468","8.16205","3.622327","3.267886","4.237","8.02275","3.86961","3.464799","6.462877","5.356921","11.543865","7.264367","12.852808","5.13176","4.529631","5.650202","7.716139","4.0532","3.220863","3.384253","3.641499","4.857768","9.163135","7.471372","6.545991","7.246114","7.291189","5.243463","5.936054","5.91382","3.682103","7.004646","5.11682","1"
"12.254658","12.740516","7.213927","11.507882","10.658543","13.382932","8.477967","7.22237","11.786787","8.614472","8.224884","4.532087","5.305165","7.258936","9.246319","7.793224","5.61907","5.384463","5.761186","6.35225","4.169188","4.355789","6.717307","6.974328","4.019388","3.294919","3.199579","3.730977","8.973609","4.416518","5.456113","3.643287","3.725801","4.114511","4.639748","5.566998","4.693441","3.767932","3.82267","4.892504","5.278861","4.233029","3.769486","3.397451","3.095349","6.400236","10.907842","6.843896","7.167312","4.889074","3.264147","4.713084","4.51546","5.478266","3.76334","4.663375","4.307907","4.695922","3.997972","4.559377","4.089588","3.714147","3.062402","7.949369","4.978806","3.326966","3.306242","7.023151","4.885255","6.942192","3.664392","3.511227","4.607251","8.355545","4.921115","3.52229","6.561836","5.82744","9.492903","6.382115","12.917427","5.273808","4.897105","6.08952","8.107847","4.648393","3.138427","3.462338","3.30027","5.43876","9.306894","8.060094","7.171062","7.494605","8.159484","5.526054","5.394902","6.294584","4.072983","7.398597","5.2608","0"
"12.048261","12.396865","6.590142","11.086936","10.987456","13.366942","8.96102","8.35297","11.598533","8.921427","7.804198","5.69227","5.544293","6.784173","9.215948","7.171685","4.639216","5.334935","6.108004","5.682575","5.837958","3.981685","6.179939","5.154778","4.310931","3.856502","3.65937","3.366722","8.522546","4.624578","4.868347","3.129106","3.933963","3.956721","3.994556","5.278861","4.850104","3.748844","3.555977","4.844704","5.252339","3.722048","4.041642","3.217686","3.414545","5.875782","10.641056","6.730217","6.105997","4.394563","3.315494","4.731686","4.012436","5.039061","3.485652","4.804825","4.54414","4.36617","3.58467","4.408073","4.924953","4.097813","3.097128","7.978729","5.327951","3.0349","3.919041","7.103334","4.255509","7.136499","3.67237","3.083388","4.152911","7.776234","4.158569","3.445852","6.073256","5.806201","10.300492","6.586102","12.821864","5.145148","4.87469","5.278312","6.715117","4.361164","3.167443","3.3376","3.33665","5.042753","9.053529","7.598138","6.559102","6.552429","6.872189","5.194","5.893981","5.900901","3.564137","6.550575","4.539327","0"
"12.081435","12.676871","6.847847","10.929441","10.729058","13.366942","8.848981","8.255775","11.712822","9.035426","7.948252","5.659096","4.819869","6.403239","8.428547","6.935112","4.918208","5.227768","5.911389","5.406272","5.030586","3.77647","5.838786","4.703419","4.131215","3.910731","3.898416","3.584362","8.773211","3.931014","4.933371","3.275528","3.911234","3.829503","4.007698","4.629796","4.520567","3.494127","3.587375","5.219041","5.134714","4.266348","4.029371","3.201514","3.185309","5.732713","10.935162","6.675713","5.120337","4.721445","3.241784","3.989726","4.228584","4.924458","3.526202","4.713294","4.382989","4.347958","3.659872","4.681602","5.188543","3.7012","3.069027","7.375936","4.973606","3.153145","3.76958","7.815312","4.5622","7.429054","3.215998","3.277378","4.040055","7.495259","3.677753","3.315494","6.088698","5.569229","11.069472","6.942531","12.886792","4.806147","4.548448","5.895144","7.34148","4.528189","3.515165","3.297812","3.448561","4.984367","9.152702","7.523543","6.315684","6.855518","7.165164","5.471654","6.212114","5.759449","3.504224","5.926287","4.796297","1"
"11.897492","12.419251","6.587237","11.185585","10.646318","13.177504","9.13199","8.056472","11.612927","9.269954","7.916537","5.18516","5.453431","6.55199","9.036706","7.236106","4.921968","5.218873","5.685612","5.523619","5.476698","3.767736","6.189565","5.980346","4.45353","3.554831","3.547412","3.375832","8.588293","3.833019","4.870127","3.266564","4.116877","3.902153","3.973764","5.30097","4.973092","3.631802","3.609584","4.895484","5.566279","4.094283","4.929281","3.275528","3.343405","6.049837","10.536929","6.88097","6.068307","4.750444","3.056706","4.228805","3.70389","5.023826","3.519255","4.90132","4.969104","4.308094","3.70389","4.338269","4.862187","3.946548","3.196168","7.953327","5.090859","2.974742","4.218011","7.674037","4.462","7.449704","3.352997","3.148108","4.343519","8.004655","3.691259","3.288598","6.10162","5.519776","11.59038","6.607098","12.723359","4.965125","4.692305","5.095374","7.321975","4.338269","3.681036","3.32152","3.519255","4.97871","8.855006","7.634088","6.470252","6.510338","7.090911","5.202385","6.105997","5.858984","3.275047","6.153509","4.466638","1"
"11.94509","12.274459","6.674373","11.099085","10.902392","13.412951","8.554654","7.834726","11.571515","8.679775","7.640575","5.491798","4.953782","6.652254","8.89655","7.251898","4.973677","5.25834","5.554989","5.661771","5.220603","3.872231","6.269663","4.659506","4.489417","3.43191","3.733302","3.461492","8.66141","4.273972","4.92952","3.160034","3.730481","4.023703","3.970115","5.784595","4.56169","3.598996","3.520209","4.877757","5.32208","3.979014","3.892652","3.273599","3.204412","5.832169","10.624025","6.668654","5.907589","4.735778","3.125273","4.897861","4.043902","4.844329","3.424986","4.811227","4.528948","4.310871","3.451304","4.263298","4.59988","3.922482","3.242028","8.03892","4.814148","3.07574","3.691093","7.740427","4.508314","7.322234","3.29756","3.178318","4.118102","7.720213","3.984478","3.613308","6.270931","5.753841","11.76924","6.895762","12.83958","5.078732","4.493495","5.428818","7.012702","4.444702","3.432255","3.247763","3.582204","5.19853","8.958938","7.371377","6.57769","6.830094","7.079092","5.10977","5.627979","5.965343","3.198339","6.528092","4.793436","1"
"11.902396","12.364632","6.597105","11.10252","11.033265","13.134101","8.592754","7.310933","11.621465","9.061473","7.802848","5.476747","5.647176","6.49232","9.028721","7.319875","4.803643","5.125211","5.579096","5.418303","5.203581","3.681671","6.359778","5.526662","4.545363","3.493308","3.428473","3.575971","8.632737","3.8879","4.998324","3.246345","4.079411","3.885867","4.102694","5.797599","5.146669","3.770394","3.55453","4.866123","5.614516","3.979441","3.97336","3.097571","3.273349","5.869421","10.404183","6.971858","5.613888","4.285338","3.299597","4.929228","4.146115","5.393496","3.528604","5.116986","4.970524","4.718325","3.722609","4.482338","4.835411","4.097813","3.039658","8.428026","5.110548","3.057934","3.794536","7.793466","4.67999","7.497229","3.38524","3.217425","4.4245","7.974243","3.975963","3.368497","6.274403","5.617576","13.014367","6.595177","12.796074","5.167375","4.799917","5.208443","7.095213","4.428216","3.293253","3.257242","3.489188","5.496381","8.883696","7.596713","6.475979","6.557423","6.13758","5.081144","5.943142","6.000589","3.499415","6.197592","4.802379","1"
"11.804195","12.493731","6.435122","11.192902","10.902392","13.336595","9.125613","8.041756","11.560654","8.90682","7.801338","5.201832","5.240119","6.554034","9.06608","7.443184","4.509876","5.391105","5.310641","5.56558","5.606351","3.866994","6.345565","5.995889","4.372949","3.552399","3.464799","3.452564","8.660926","3.767363","4.940936","3.404835","3.838661","3.914057","4.259954","5.55538","4.62327","3.783746","3.73857","5.043406","5.51671","3.925186","4.580508","3.179556","3.15776","5.882861","10.574122","6.688386","6.635414","4.64655","3.612679","4.488958","4.176029","5.13123","3.52759","4.858747","4.231938","4.618677","3.919971","4.620677","4.433954","3.763699","2.928208","7.892047","4.576911","3.181226","3.768592","7.875124","4.628604","7.443738","3.295437","3.248784","4.352191","7.635333","4.105354","3.395713","6.383736","5.623374","11.020827","6.936867","12.893233","4.580479","4.582305","5.221913","7.74267","3.935126","3.433972","3.301661","3.709398","5.109681","9.24103","7.387365","6.708976","6.733147","6.816581","5.296373","5.489822","5.999791","3.502355","6.619527","4.374892","1"
"11.902396","12.526182","6.58143","11.162779","10.972649","13.366942","9.117989","8.07598","11.798676","8.772133","7.778134","6.250151","5.421862","6.532396","9.014141","6.870365","4.910285","5.371375","5.664007","5.827887","5.762038","4.027633","6.337044","5.476698","4.522018","3.689265","3.499415","3.375622","8.317376","3.544455","4.865603","3.398702","3.864914","3.882293","4.033239","5.007634","4.35667","3.447924","3.444195","4.811001","5.159182","3.754445","4.267794","3.211844","3.171072","5.846327","10.819087","6.500826","5.246249","4.70925","3.197261","5.742051","4.138466","4.802398","3.31881","4.73596","4.611362","4.37881","3.671762","4.050263","5.011132","3.499222","3.275974","8.53636","4.909232","2.991507","3.816533","7.595464","4.387728","7.630318","3.525594","3.018605","4.158569","7.312923","3.942743","3.474049","6.025638","5.650967","9.908903","6.431382","12.893233","5.028706","4.768335","5.213971","6.846379","4.533315","3.414545","3.449547","3.61621","5.466149","8.934743","7.764872","6.748231","6.921879","6.976377","5.065115","5.663526","5.786073","3.423185","6.400606","4.613544","0"
"11.748046","12.337074","6.464996","11.216258","10.542904","13.206014","9.481504","8.013596","6.225506","9.694258","7.977129","5.524561","4.570232","6.386227","8.728012","7.271744","4.578076","5.16851","5.73464","5.487128","5.687233","3.861907","6.175963","5.192941","4.505176","3.684358","3.336193","3.509456","8.619459","3.746421","5.183789","3.123977","4.103943","4.10042","4.012239","4.710914","4.8272","3.658585","3.590254","4.857353","5.378826","4.079206","3.625904","3.207379","3.292767","6.097473","10.746448","6.716803","5.780685","4.346432","3.162366","4.354834","4.1079","4.899261","3.63371","4.970317","4.559815","4.317374","3.914057","4.557326","4.456173","3.610726","3.219417","8.071076","5.263647","3.051308","4.035344","7.422204","4.368948","7.622454","3.407315","3.213802","4.072645","7.735613","4.018294","3.310514","6.092931","5.705525","10.182791","6.483315","12.768643","4.840354","4.594357","5.469252","7.360044","4.338075","3.460277","3.380443","3.700419","4.998324","9.268405","7.750319","6.370295","6.593474","6.474962","5.155809","5.849339","5.784353","3.608097","6.049837","4.601035","1"
"12.193892","12.386846","6.847388","10.910563","10.56645","13.177504","8.505977","7.624894","5.860451","8.901242","7.833528","5.14603","5.317463","6.493412","9.071566","6.918997","4.979823","5.290884","5.625112","5.343528","5.148408","3.899716","6.411682","5.001298","4.492992","3.647839","3.448752","3.748265","8.589818","4.223698","5.100307","3.196512","4.051307","3.942502","4.014637","4.534346","5.045422","3.725075","3.623234","4.665937","5.473785","3.919406","3.918242","3.407074","3.262201","5.898065","10.536929","6.90153","5.938066","5.135822","3.336856","5.687609","4.029846","5.936789","3.577056","4.934991","4.607032","4.473889","3.644246","4.40366","4.96874","3.634492","3.343543","8.322799","5.20436","3.186008","4.268239","7.830107","4.431067","7.403048","3.352997","3.152177","4.146343","7.865361","4.062995","3.438758","6.140164","5.464133","10.902392","6.66564","12.852808","5.145261","4.717324","5.444558","6.813604","4.318592","3.436858","3.483564","3.593973","5.207504","8.858376","7.567905","6.682784","6.833479","6.958628","5.102069","6.167634","5.931142","3.513219","6.03075","4.529502","1"
"11.972335","12.617489","6.563771","11.29862","11.233915","13.262523","9.047378","7.762201","11.854154","8.660278","7.829776","6.221432","6.267013","6.325667","8.981818","7.462476","4.70872","5.605618","5.681039","5.682742","5.674387","3.747296","6.531533","5.171705","4.912785","3.94193","3.223316","3.644741","8.562258","4.092285","5.107426","3.203334","3.765296","4.177131","4.009605","5.151182","4.882228","3.661044","3.51954","5.100515","5.146141","4.07446","4.06668","3.33969","3.314241","5.870632","11.069472","6.69463","6.046527","4.518913","3.267162","5.089605","3.80865","4.977876","3.385033","4.994208","4.826497","4.33176","3.494377","4.00718","4.747825","3.544283","3.142168","8.312112","5.189329","2.997662","3.854612","7.138488","4.325896","7.460783","3.459702","3.207932","4.078992","7.4615","3.926828","3.475383","6.164086","5.621989","10.97865","6.410657","12.88138","5.014565","4.84702","5.474409","7.096848","4.438527","3.621468","3.191699","3.744416","5.643932","9.284026","7.690754","6.557423","7.16105","7.072024","5.550513","5.551865","5.843782","3.33904","6.358378","4.496075","0"
"11.82509","12.327366","6.466649","11.131595","10.815661","13.16881","9.359776","7.718415","11.575834","9.138745","7.72052","5.522846","5.131307","6.463248","8.9444","7.111772","4.91057","5.399416","5.582154","5.739747","5.724835","3.962522","6.285717","5.218716","4.276934","3.611919","3.620688","3.421789","8.491912","3.779571","4.951384","3.247023","3.964465","3.915646","4.035815","5.006249","4.81159","3.57061","3.500833","4.825121","5.195604","4.041257","4.434927","3.057637","3.34951","5.73429","10.681471","6.689821","5.732414","4.562914","3.021751","5.374513","4.080341","5.103733","3.704467","4.714228","4.327203","4.248797","3.608799","4.379872","4.35667","3.501943","3.280423","8.223838","5.286138","2.997285","3.944994","7.797015","4.382746","7.222785","3.441441","3.168195","4.291577","8.120293","3.893779","3.352997","5.859292","5.558724","9.940984","6.601334","12.740516","5.074508","4.630787","5.277722","7.382263","4.309027","3.376578","3.379936","3.606774","5.318272","9.109424","7.480503","6.354565","6.63009","6.804622","5.289806","6.007407","5.82667","3.430085","6.310958","4.66718","1"
"11.519341","12.513684","6.283759","10.721945","10.627674","13.141456","8.802265","8.501071","11.407377","8.7844","7.890489","5.87106","5.319929","6.927131","8.646199","6.95132","5.072385","5.088145","5.591441","6.004838","5.356378","3.944994","6.254805","5.077619","4.777111","3.944791","3.746951","3.410657","8.470127","4.043478","5.040859","3.174126","3.712714","4.009288","4.066079","4.988843","4.566611","3.531353","3.521977","4.817281","5.006492","3.969887","4.365843","3.250177","3.247525","6.080785","10.837604","6.517737","5.571587","4.368579","3.239054","4.08799","4.122845","5.079001","3.448847","4.673876","4.411991","4.40766","3.673779","4.315431","4.643714","3.5026","3.15346","8.502115","4.894777","2.983468","3.764144","7.779343","4.374586","7.746417","3.587442","3.17054","4.135898","7.751542","3.906247","3.315017","5.905616","5.398271","10.516182","6.628049","12.723359","4.816133","4.558088","5.385666","6.943303","4.214043","3.313474","3.34368","3.563943","5.175829","9.087571","7.517359","6.596328","6.563728","6.343492","4.965878","5.772199","5.72095","3.539826","6.471834","4.424152","1"
"11.654148","12.331889","6.760452","10.58829","10.308586","13.177504","9.683244","8.225936","11.644611","8.786474","7.686967","5.645146","5.007905","6.921436","8.648924","7.039507","4.38997","5.173103","6.127277","5.576433","5.847688","3.871513","6.149876","4.34377","4.817392","3.757118","3.728285","3.435223","8.524028","3.582843","4.91276","3.133149","4.108774","3.915646","3.946473","6.315","4.869887","3.776435","3.697002","5.114345","5.507614","3.846686","5.650731","3.3393","3.144416","6.303611","10.363233","7.010879","6.441819","5.038585","3.237723","3.912476","4.066493","5.181833","3.371251","5.052234","5.389222","4.532637","3.398539","4.469157","4.375725","3.949751","3.136291","7.859768","5.322236","2.988622","4.470285","7.744722","4.620149","7.82263","3.608799","3.078264","4.145508","8.070309","3.932406","3.358395","6.276815","5.612275","10.332294","6.765509","12.638168","5.115042","4.625932","4.921968","6.851022","4.206136","3.484964","3.305098","3.590811","5.03732","8.843855","7.423239","6.192379","6.547662","6.341057","5.41389","5.769974","5.958055","3.395508","6.739715","4.566393","1"
"11.972335","12.369717","6.699862","10.842198","11.060634","13.24328","8.478055","8.292209","6.174604","8.747956","8.027022","4.880686","5.496918","6.253184","9.1951","6.982982","4.676243","5.20325","5.646609","5.565913","4.907324","3.966586","6.519497","5.379913","4.56247","3.921596","3.524656","3.515654","8.570808","3.856663","5.132744","3.00032","4.037214","3.964878","4.039888","4.765718","5.032398","3.673463","3.609071","4.798499","5.684337","3.989624","4.477713","3.286596","3.34798","6.083892","10.748296","6.84051","6.154019","4.538341","3.325738","4.944524","4.072794","5.118728","3.452564","5.133862","4.758967","4.473573","3.579724","4.466283","5.261454","3.718119","3.034266","8.018274","5.018952","2.919143","3.892468","7.148247","4.35667","7.121433","3.549298","3.155515","4.14431","8.212897","3.84249","3.534749","6.634612","6.019982","10.65643","6.808628","12.852808","5.460082","4.764663","5.18037","7.096156","4.561021","3.319019","3.524857","3.64564","5.430503","8.76999","7.599603","7.070269","6.82287","6.755016","5.165864","5.147043","5.92837","3.466737","6.343908","4.387624","0"
